sample_index,label_wm2,prediction_wm2,abs_error_wm2
0,19.18000030517578,18.493270874023438,0.6867294311523438
1,55.84000015258789,57.90985870361328,2.0698585510253906
2,299.8500061035156,280.0939025878906,19.756103515625
3,348.07000732421875,324.4195861816406,23.650421142578125
4,336.3800048828125,311.85968017578125,24.52032470703125
5,297.489990234375,281.43121337890625,16.05877685546875
6,283.6700134277344,280.74639892578125,2.923614501953125
7,347.760009765625,320.3608093261719,27.399200439453125
8,294.7799987792969,277.09661865234375,17.683380126953125
9,14.680000305175781,10.81827163696289,3.8617286682128906
10,347.4200134277344,326.15576171875,21.264251708984375
11,56.04999923706055,57.08843231201172,1.0384330749511719
12,345.57000732421875,325.786376953125,19.78363037109375
13,48.290000915527344,43.022979736328125,5.267021179199219
14,38.95000076293945,33.93206024169922,5.017940521240234
15,134.47999572753906,142.6493377685547,8.169342041015625
16,87.37000274658203,90.004150390625,2.6341476440429688
17,124.58999633789062,128.9880828857422,4.3980865478515625
18,71.5999984741211,69.2525405883789,2.3474578857421875
19,97.0,100.88961029052734,3.8896102905273438
20,2.5299999713897705,2.1323513984680176,0.39764857292175293
21,7.039999961853027,5.418745040893555,1.6212549209594727
22,142.8800048828125,131.84320068359375,11.03680419921875
23,11.899999618530273,11.046953201293945,0.8530464172363281
24,117.25,129.0947265625,11.8447265625
25,108.54000091552734,110.63726043701172,2.097259521484375
26,15.039999961853027,15.620118141174316,0.5801181793212891
27,15.180000305175781,15.163166046142578,0.016834259033203125
28,25.68000030517578,24.873355865478516,0.8066444396972656
29,49.209999084472656,51.24285888671875,2.0328598022460938
30,70.5199966430664,69.11270141601562,1.4072952270507812
31,1.0499999523162842,1.4362043142318726,0.3862043619155884
32,89.30999755859375,88.58161926269531,0.7283782958984375
33,14.420000076293945,14.306933403015137,0.1130666732788086
34,25.399999618530273,26.991050720214844,1.5910511016845703
35,14.609999656677246,14.99837589263916,0.38837623596191406
36,21.1299991607666,19.951526641845703,1.1784725189208984
37,29.190000534057617,28.746084213256836,0.44391632080078125
38,25.209999084472656,27.013431549072266,1.8034324645996094
39,21.540000915527344,22.06204605102539,0.5220451354980469
40,5.5,3.000600814819336,2.499399185180664
41,35.58000183105469,36.4180793762207,0.8380775451660156
42,6.010000228881836,4.294586181640625,1.715414047241211
43,33.939998626708984,35.88998031616211,1.949981689453125
44,20.829999923706055,21.2343807220459,0.40438079833984375
45,7.119999885559082,5.434820652008057,1.6851792335510254
46,17.530000686645508,18.39752960205078,0.8675289154052734
47,2.640000104904175,1.9017261266708374,0.7382739782333374
48,35.599998474121094,36.196598052978516,0.5965995788574219
49,20.190000534057617,21.083477020263672,0.8934764862060547
50,11.529999732971191,11.79895305633545,0.2689533233642578
51,17.329999923706055,17.58511734008789,0.25511741638183594
52,4.840000152587891,3.867424249649048,0.9725759029388428
53,14.449999809265137,14.237406730651855,0.21259307861328125
54,161.72000122070312,167.2053680419922,5.4853668212890625
55,14.9399995803833,14.791254043579102,0.14874553680419922
56,49.060001373291016,51.057884216308594,1.9978828430175781
57,38.0,38.91664505004883,0.9166450500488281
58,130.60000610351562,135.34613037109375,4.746124267578125
59,19.579999923706055,23.518356323242188,3.938356399536133
60,18.899999618530273,17.691001892089844,1.2089977264404297
61,96.69999694824219,97.21383666992188,0.5138397216796875
62,177.82000732421875,177.2104034423828,0.6096038818359375
63,93.45999908447266,95.26216125488281,1.8021621704101562
64,87.06999969482422,89.36122131347656,2.2912216186523438
65,190.42999267578125,190.63848876953125,0.20849609375
66,179.30999755859375,192.34417724609375,13.0341796875
67,19.860000610351562,19.38027572631836,0.4797248840332031
68,116.62999725341797,115.2121353149414,1.4178619384765625
69,215.16000366210938,215.7672119140625,0.607208251953125
70,5.5,5.078149318695068,0.42185068130493164
71,70.05999755859375,69.12954711914062,0.930450439453125
72,37.84000015258789,37.63202667236328,0.20797348022460938
73,366.82000732421875,363.14666748046875,3.67333984375
74,3.119999885559082,2.214775800704956,0.905224084854126
