group,index,label,prediction,baseline_prediction,attr_sum,diff,completeness_error
low,0,0.0,2.5286865234375,123.9046859741211,-130.11305236816406,-121.3759994506836,-8.737052917480469
low,1,0.0,1.423932671546936,123.9046859741211,-118.91912841796875,-122.48075330257416,3.5616248846054077
low,2,0.07000000029802322,1.3132141828536987,123.9046859741211,-113.95475006103516,-122.5914717912674,8.636721730232239
low,3,0.11999999731779099,1.349277138710022,123.9046859741211,-108.67703247070312,-122.55540883541107,13.878376364707947
low,4,0.2199999988079071,1.4328910112380981,123.9046859741211,-119.11422729492188,-122.471794962883,3.3575676679611206
low,5,0.30000001192092896,1.5190150737762451,123.9046859741211,-123.73888397216797,-122.38567090034485,-1.3532130718231201
low,6,0.3400000035762787,1.4214290380477905,123.9046859741211,-121.1302261352539,-122.4832569360733,1.353030800819397
medium,0,156.8300018310547,161.25527954101562,123.9046859741211,37.6673469543457,37.35059356689453,0.3167533874511719
medium,1,156.86000061035156,165.99432373046875,123.9046859741211,41.65462112426758,42.089637756347656,-0.4350166320800781
medium,2,156.89999389648438,146.54867553710938,123.9046859741211,22.380578994750977,22.64398956298828,-0.2634105682373047
medium,3,156.99000549316406,154.6220703125,123.9046859741211,34.043731689453125,30.717384338378906,3.3263473510742188
medium,4,157.0399932861328,147.2022705078125,123.9046859741211,21.446331024169922,23.297584533691406,-1.8512535095214844
medium,5,157.25999450683594,155.29495239257812,123.9046859741211,29.92731475830078,31.39026641845703,-1.46295166015625
medium,6,157.33999633789062,151.36566162109375,123.9046859741211,25.64196014404297,27.460975646972656,-1.8190155029296875
high,0,1082.6199951171875,1118.6795654296875,123.9046859741211,1004.9434814453125,994.7748794555664,10.168601989746094
high,1,1085.4000244140625,1126.7877197265625,123.9046859741211,1016.9011840820312,1002.8830337524414,14.018150329589844
high,2,1103.5999755859375,1112.071533203125,123.9046859741211,997.562255859375,988.1668472290039,9.395408630371094
high,3,1141.780029296875,1090.8607177734375,123.9046859741211,979.660888671875,966.9560317993164,12.704856872558594
high,4,1144.1500244140625,1162.6795654296875,123.9046859741211,1051.7943115234375,1038.7748794555664,13.019432067871094
high,5,1188.1700439453125,1147.337158203125,123.9046859741211,1037.6263427734375,1023.4324722290039,14.193870544433594
high,6,1210.8900146484375,1211.5648193359375,123.9046859741211,1099.0919189453125,1087.6601333618164,11.431785583496094
best,0,114.37000274658203,114.37366485595703,123.9046859741211,-10.504443168640137,-9.531021118164062,-0.9734220504760742
best,1,9.4399995803833,9.439827919006348,123.9046859741211,-98.79721069335938,-114.46485805511475,15.667647361755371
best,2,14.84000015258789,14.836894035339355,123.9046859741211,-100.78010559082031,-109.06779193878174,8.287686347961426
best,3,72.58999633789062,72.59294891357422,123.9046859741211,-48.19602966308594,-51.311737060546875,3.1157073974609375
best,4,784.030029296875,784.0338134765625,123.9046859741211,668.2904663085938,660.1291275024414,8.161338806152344
best,5,23.56999969482422,23.558570861816406,123.9046859741211,-95.1784439086914,-100.34611511230469,5.167671203613281
best,6,347.0199890136719,347.01544189453125,123.9046859741211,224.0631103515625,223.11075592041016,0.9523544311523438
worst,0,680.8800048828125,829.5519409179688,123.9046859741211,714.7891235351562,705.6472549438477,9.141868591308594
worst,1,597.3499755859375,480.3330993652344,123.9046859741211,365.40966796875,356.4284133911133,8.981254577636719
worst,2,362.2300109863281,263.1343994140625,123.9046859741211,142.18679809570312,139.2297134399414,2.9570846557617188
worst,3,974.5999755859375,1049.87744140625,123.9046859741211,938.660888671875,925.9727554321289,12.688133239746094
worst,4,852.72998046875,781.217041015625,123.9046859741211,667.5547485351562,657.3123550415039,10.242393493652344
worst,5,412.79998779296875,481.9122009277344,123.9046859741211,362.6540832519531,358.0075149536133,4.646568298339844
worst,6,504.29998779296875,435.48345947265625,123.9046859741211,316.9023742675781,311.57877349853516,5.323600769042969
random,0,77.52999877929688,79.22160339355469,123.9046859741211,-42.258487701416016,-44.683082580566406,2.4245948791503906
random,1,389.1600036621094,374.2445068359375,123.9046859741211,252.84512329101562,250.3398208618164,2.5053024291992188
random,2,98.58999633789062,94.74369812011719,123.9046859741211,-29.284788131713867,-29.160987854003906,-0.12380027770996094
random,3,350.8999938964844,359.0133056640625,123.9046859741211,239.37510681152344,235.1086196899414,4.266487121582031
random,4,72.58999633789062,72.59294891357422,123.9046859741211,-48.19602966308594,-51.311737060546875,3.1157073974609375
random,5,590.7000122070312,585.1351318359375,123.9046859741211,467.2059631347656,461.2304458618164,5.975517272949219
random,6,172.75,181.5818328857422,123.9046859741211,57.875694274902344,57.677146911621094,0.19854736328125
