group,index,label,prediction,baseline_prediction,attr_sum,diff,completeness_error
low,0,0.0,0.8191609382629395,134.96713256835938,-137.1062774658203,-134.14797163009644,-2.958305835723877
low,1,0.0,1.0101993083953857,134.96713256835938,-132.02906799316406,-133.956933259964,1.9278652667999268
low,2,0.07000000029802322,0.7172465324401855,134.96713256835938,-131.51051330566406,-134.2498860359192,2.739372730255127
low,3,0.11999999731779099,0.9601099491119385,134.96713256835938,-131.3241424560547,-134.00702261924744,2.682880163192749
low,4,0.2199999988079071,0.724353551864624,134.96713256835938,-131.22213745117188,-134.24277901649475,3.020641565322876
low,5,0.30000001192092896,0.8415188789367676,134.96713256835938,-132.8543701171875,-134.1256136894226,1.2712435722351074
low,6,0.3400000035762787,1.026038646697998,134.96713256835938,-131.984375,-133.94109392166138,1.956718921661377
medium,0,156.8300018310547,163.26039123535156,134.96713256835938,23.725582122802734,28.293258666992188,-4.567676544189453
medium,1,156.86000061035156,162.80563354492188,134.96713256835938,28.163928985595703,27.8385009765625,0.3254280090332031
medium,2,156.89999389648438,150.92845153808594,134.96713256835938,12.928182601928711,15.961318969726562,-3.0331363677978516
medium,3,156.99000549316406,157.34889221191406,134.96713256835938,22.45008087158203,22.381759643554688,0.06832122802734375
medium,4,157.0399932861328,148.03228759765625,134.96713256835938,11.638734817504883,13.065155029296875,-1.4264202117919922
medium,5,157.25999450683594,159.63229370117188,134.96713256835938,23.56964111328125,24.6651611328125,-1.09552001953125
medium,6,157.33999633789062,152.3664093017578,134.96713256835938,16.472942352294922,17.399276733398438,-0.9263343811035156
high,0,1082.6199951171875,1095.864990234375,134.96713256835938,961.3738403320312,960.8978576660156,0.475982666015625
high,1,1085.4000244140625,1095.097900390625,134.96713256835938,962.5823974609375,960.1307678222656,2.451629638671875
high,2,1103.5999755859375,1107.8634033203125,134.96713256835938,978.4254760742188,972.8962707519531,5.529205322265625
high,3,1141.780029296875,1084.6876220703125,134.96713256835938,954.1000366210938,949.7204895019531,4.379547119140625
high,4,1144.1500244140625,1141.9002685546875,134.96713256835938,1010.945068359375,1006.9331359863281,4.011932373046875
high,5,1188.1700439453125,1160.3505859375,134.96713256835938,1030.5860595703125,1025.3834533691406,5.202606201171875
high,6,1210.8900146484375,1184.4954833984375,134.96713256835938,1054.8740234375,1049.5283508300781,5.345672607421875
best,0,964.8200073242188,964.8179931640625,134.96713256835938,828.59423828125,829.8508605957031,-1.256622314453125
best,1,79.87999725341797,79.88246154785156,134.96713256835938,-55.8130989074707,-55.08467102050781,-0.7284278869628906
best,2,9.470000267028809,9.462182998657227,134.96713256835938,-129.59014892578125,-125.50494956970215,-4.085199356079102
best,3,37.22999954223633,37.22003936767578,134.96713256835938,-94.72782135009766,-97.7470932006836,3.0192718505859375
best,4,463.2900085449219,463.2962646484375,134.96713256835938,328.9457092285156,328.3291320800781,0.6165771484375
best,5,12.0600004196167,12.050267219543457,134.96713256835938,-126.85270690917969,-122.91686534881592,-3.9358415603637695
best,6,430.29998779296875,430.3007507324219,134.96713256835938,298.99884033203125,295.3336181640625,3.66522216796875
worst,0,680.8800048828125,836.0514526367188,134.96713256835938,704.6165771484375,701.0843200683594,3.532257080078125
worst,1,825.5999755859375,699.7301025390625,134.96713256835938,567.6365966796875,564.7629699707031,2.873626708984375
worst,2,213.57000732421875,304.94189453125,134.96713256835938,168.57981872558594,169.97476196289062,-1.3949432373046875
worst,3,362.2300109863281,271.78472900390625,134.96713256835938,136.51943969726562,136.81759643554688,-0.29815673828125
worst,4,974.5999755859375,1062.1575927734375,134.96713256835938,935.9067993164062,927.1904602050781,8.716339111328125
worst,5,423.4100036621094,338.54278564453125,134.96713256835938,202.5181884765625,203.57565307617188,-1.057464599609375
worst,6,667.7000122070312,582.9176025390625,134.96713256835938,453.677001953125,447.9504699707031,5.726531982421875
random,0,77.52999877929688,78.88699340820312,134.96713256835938,-56.825130462646484,-56.08013916015625,-0.7449913024902344
random,1,389.1600036621094,390.92608642578125,134.96713256835938,259.4990539550781,255.95895385742188,3.54010009765625
random,2,98.58999633789062,97.80730438232422,134.96713256835938,-37.06300354003906,-37.159828186035156,0.09682464599609375
random,3,350.8999938964844,374.81109619140625,134.96713256835938,239.88137817382812,239.84396362304688,0.03741455078125
random,4,72.58999633789062,75.96076965332031,134.96713256835938,-60.08626937866211,-59.00636291503906,-1.0799064636230469
random,5,590.7000122070312,589.679443359375,134.96713256835938,454.483642578125,454.7123107910156,-0.228668212890625
random,6,172.75,182.40847778320312,134.96713256835938,49.018798828125,47.44134521484375,1.57745361328125
