2026-03-09T10:00:47Z | INFO     |        __main__ | Loading test data...
2026-03-09T10:00:47Z | INFO     |        __main__ | Loading model from /home/xtsimbota_135764/masters/models/rubsheet_square_model_2026-03-06_19-06.pth
2026-03-09T10:00:48Z | INFO     |        __main__ | Running inference on test set...
2026-03-09T10:01:07Z | INFO     |        __main__ | Best error range : 0.00 – 0.01
2026-03-09T10:01:07Z | INFO     |        __main__ | Worst error range: 159.83 – 70.18
2026-03-09T10:01:07Z | INFO     |        __main__ | Generating Grad-CAM grid: Top 10 Best Predictions (10 images)...
2026-03-09T10:01:15Z | INFO     |        __main__ | Saved → /home/xtsimbota_135764/masters/analysis/rubsheet_square/gradcam/best_10_gradcam.png
2026-03-09T10:01:15Z | INFO     |        __main__ | Generating Grad-CAM grid: Top 10 Worst Predictions (10 images)...
2026-03-09T10:01:24Z | INFO     |        __main__ | Saved → /home/xtsimbota_135764/masters/analysis/rubsheet_square/gradcam/worst_10_gradcam.png
2026-03-09T10:01:24Z | INFO     |        __main__ | Grad-CAM visualisation complete.
